instance family sat lad snd vf2 sequential no-backjumping no-all-diff no-supplementals full-all-diff threaded
g7-g49 2 0 954 10951349 1e8 21154 20093 18137473 16736 601279 4209
g7-g50 2 1 074 740 210 145 144 144 1 140 221
g8-g10 2 0 000 296 0 1 1 1 0 1 8
g8-g11 2 0 000 294 5 1 1 1 0 0 6
g8-g12 2 0 002 375 744 1 1 1 0 1 8
g8-g13 2 0 035 883 349468 16 19 387 15 1396 19
g8-g14 2 0 003 420 10713 4 4 37 0 10 10
g8-g15 2 0 448 56671 6466996 1080 1031 4419 987 127182 417
g8-g16 2 1 005 416 305 3 3 10 3 45 11
g8-g19 2 0 000 402 0 1 1 1 0 1 7
g8-g20 2 1 015 448 1e8 8 9 8 0 35 20
g8-g21 2 1 030 616 0 78 83 83 0 79 225
g8-g22 2 0 008 497 55 5 6 49 0 5 8
g8-g23 2 0 903 383667 1e8 1876 2559 13969 1815 422410 164
g8-g25 2 0 000 350 312004 1 1 1 0 1 7
g8-g26 2 0 1363 737158 1e8 1548 1469 63894 2913 215134 178
g8-g27 2 1 218 7938 1e8 114 135 890 96 27819 19
g8-g28 2 0 000 376 0 0 0 1 0 0 6
g8-g29 2 1 026 801 1e8 14 14 12 24 1273 20
g8-g30 2 1 025 667 1e8 30 29 23 43 3571 21
g8-g31 2 1 047 882 1e8 19 20 14 9 928 22
g8-g32 2 1 034 796 1 611 607 599 0 603 1400
g8-g33 2 0 006 518 6 4 4 4 0 5 7
g8-g35 2 0 004 520 1 8 8 8 0 5 10
g8-g36 2 0 000 516 0 13 8 12 0 8 11
g8-g37 2 1 187 20976 91613 18 17 501 223 2307 14
g8-g38 2 0 002 390 870 3 3 3 1 4 9
g8-g40 2 1 046 854 1e8 190 184 184 1 190 333
g8-g41 2 0 006 575 2 4 6 4 0 4 7
g8-g42 2 0 097 2240 9437 10 9 85 17 55 12
g8-g43 2 1 095 93595 1468231 15 15 15 1 29 18
g8-g44 2 1 042 756 1e8 20 19 19 1 118 18
g8-g45 2 1 028 834 1e8 20 19 24 2 174 18
g8-g46 2 0 11193 2491 1e8 465 448 276 295 219272 106
g8-g47 2 0 10534 2431 1e8 456 442 234 254 214186 89
g8-g48 2 0 78460 4643 1e8 6026 5704 2036 1067 1633196 981
g8-g49 2 1 038 1722 1e8 17 17 16 5 1109 20
g8-g50 2 1 078 1031 1e8 146 145 146 1 145 208
g8-g9 2 0 000 356 0 0 0 0 0 0 7
g9-g10 2 0 000 409 0 0 0 0 0 0 6
g9-g11 2 0 000 332 0 2 1 2 0 2 8
g9-g12 2 0 002 307 0 2 2 2 0 2 9
g9-g13 2 0 000 418 1e8 4 4 4 0 2 8
g9-g14 2 0 000 389 444767 3 2 3 0 2 10
g9-g15 2 0 000 450 1e8 17795 21465 24708 14807 40 7392
g9-g16 2 0 005 421 7322 4 4 10 0 6 9
g9-g20 2 1 016 506 1e8 8 8 8 0 24 22
g9-g21 2 1 029 591 0 77 77 76 0 85 207
g9-g22 2 0 005 453 1975 3 3 19 0 3 7
g9-g23 2 1 006 533 23508 6 14 472 0 297 13
g9-g25 2 0 000 455 1e8 1 1 2 0 1 7
g9-g26 2 1 005 494 29 9 9 21 1 70 12
g9-g27 2 1 010 562 1e8 68 85 386 79 4749 14
g9-g28 2 0 000 387 0 1 1 1 0 0 6
g9-g29 2 0 092 1521 1e8 246 1e8 386 312 72622 158
g9-g30 2 0 086 1125 1e8 375 1e8 395 295 68853 149
g9-g31 2 0 216 2537 1e8 1713 1e8 1347 1463 325208 227
g9-g32 2 1 066 823 2 599 606 602 0 600 1369
g9-g33 2 0 001 468 0 4 4 4 0 2 7
g9-g37 2 0 138 39308 1e8 13 12 1326 318 232 13
g9-g38 2 0 002 345 0 5 4 3 1 3 10
g9-g40 2 1 035 1067 1e8 184 186 184 1 190 359
g9-g41 2 0 000 491 0 6 6 6 0 9 9
g9-g42 2 0 077 5411 127084 7 6 106 2 50 12
g9-g43 2 1 013 945 1e8 15 15 15 1 39 16
g9-g44 2 0 099 3005 1e8 10435 1e8 15433 16529 2965555 2215
g9-g45 2 0 097 5108 1e8 9918 1e8 15259 13180 2801964 2461
g9-g46 2 0 042 667 1e8 17 17 17 9 311 18
g9-g47 2 0 026 920 1e8 12 12 18 6 312 22
g9-g48 2 0 052 749 1e8 15 14 15 11 1346 26
g9-g49 2 1 017 636 562817 12 12 12 0 38 15
g9-g50 2 1 071 953 1 150 168 164 1 146 226
images-CVIU11-1-119 8 0 19245 2473246 12566 4236 3304 3381 392 6547 665
images-CVIU11-1-131 8 0 4345 426951 3172 833 746 769 92 1285 111
images-CVIU11-1-50 8 0 19436 2117024 14461 3676 3259 3395 566 5685 549
images-CVIU11-1-81 8 0 7164 809088 5180 2294 2235 2265 139 4242 297
images-CVIU11-10-110 8 0 256 48180 99 1490 1469 1489 74 2602 191
images-CVIU11-10-139 8 0 355 60117 121 464 454 465 47 786 79
images-CVIU11-10-20 8 0 1004 105710 322 3643 3538 3636 207 6344 539
images-CVIU11-10-50 8 0 1905 84116 485 3123 3066 3125 260 5382 554
images-CVIU11-10-58 8 0 373 22841 86 749 738 753 59 1473 139
images-CVIU11-10-60 8 0 605 64704 319 2437 2406 2444 119 4184 286
images-CVIU11-10-93 8 0 1014 43345 414 1785 1763 1785 148 3424 272
images-CVIU11-11-4 8 0 3819 1233109 585 12367 12225 12251 271 20437 1921
images-CVIU11-11-72 8 0 3651 1322231 592 15958 15922 15939 298 23775 2188
images-CVIU11-11-8 8 0 3374 744669 407 5921 5949 5974 159 10336 726
images-CVIU11-12-115 8 0 3106 1901321 853 2667 2656 2664 131 3947 346
images-CVIU11-12-137 8 0 897 244402 227 205 202 205 35 434 54
images-CVIU11-12-141 8 0 961 365011 149 373 369 373 42 731 96
images-CVIU11-12-4 8 0 4348 2767383 591 3034 2988 3033 187 5416 575
images-CVIU11-13-11 8 0 238 209404 45 1635 1686 1394 57 2370 191
images-CVIU11-13-118 8 0 114 606567 166 1922 1915 1930 116 3316 248
images-CVIU11-13-128 8 0 659 1092900 164 2122 2091 2123 193 3806 393
images-CVIU11-13-13 8 0 187 724486 131 2790 2769 2777 145 4920 337
images-CVIU11-13-30 8 0 281 1409749 210 5306 5232 5311 217 9139 712
images-CVIU11-13-46 8 0 572 778466 128 2990 2969 2986 136 5178 347
images-CVIU11-13-7 8 0 208 1351714 227 2914 2875 2904 211 5037 481
images-CVIU11-14-106 8 0 4935 1055945 6018 1961 1930 1962 140 3406 245
images-CVIU11-14-146 8 0 7884 1941324 12145 2985 2905 2986 227 5446 586
images-CVIU11-14-16 8 0 989 244335 1259 2053 2019 2049 55 3518 245
images-CVIU11-14-31 8 0 5370 1483654 7518 4349 4225 4336 197 7571 553
images-CVIU11-14-63 8 0 5543 1829444 7975 3810 3707 3812 215 6507 527
images-CVIU11-14-96 8 0 1929 618466 2736 2570 2537 2577 93 4405 281
images-CVIU11-15-146 8 0 4168 2824936 1403 12450 12399 12344 996 20936 1745
images-CVIU11-16-143 8 0 1564 504037 873 824 722 721 591 1237 125
images-CVIU11-16-37 8 0 7585 5524361 2252 2940 2713 2761 2349 4569 535
images-CVIU11-16-55 8 0 1446 592587 471 656 939 860 434 1127 121
images-CVIU11-17-107 8 0 1537 314175 142 2359 2333 2328 159 4058 329
images-CVIU11-17-14 8 0 393 67010 85 457 432 433 49 748 94
images-CVIU11-17-82 8 0 2595 696229 236 2630 2518 2468 312 3985 320
images-CVIU11-18-137 8 0 750 102284 120 381 394 444 32 646 66
images-CVIU11-18-139 8 0 1066 146809 169 1343 1223 1120 42 1973 181
images-CVIU11-18-27 8 0 2569 671898 424 3185 3164 3364 190 5514 377
images-CVIU11-18-33 8 0 3066 2222549 1181 9928 9443 9418 355 16343 1293
images-CVIU11-18-82 8 0 3867 990870 556 2099 2111 2130 182 3727 306
images-CVIU11-18-85 8 0 5843 1433555 817 1833 2021 1755 197 3143 503
images-CVIU11-19-129 8 0 2147 212855 666 1216 1181 1225 321 2194 167
images-CVIU11-19-131 8 0 5196 822562 2259 4388 4312 4367 835 7582 494
images-CVIU11-2-24 8 0 606 140396 22 1541 1378 1404 98 2369 175
images-CVIU11-2-33 8 0 13835 7140769 567 8729 8292 9231 1021 15128 1255
images-CVIU11-2-50 8 0 12347 6274922 493 7379 7172 7335 984 12929 899
images-CVIU11-2-54 8 0 2906 986892 135 2222 2188 2222 305 3793 250
images-CVIU11-2-60 8 0 3833 1665157 123 5162 5306 5465 319 8881 519
images-CVIU11-2-63 8 0 7497 3277633 204 7143 7021 7220 673 12035 834
images-CVIU11-2-79 8 0 1832 519086 53 1967 1933 1958 259 3547 287
images-CVIU11-20-134 8 0 33695 1002131 1782 3784 3794 3796 451 7695 611
images-CVIU11-20-31 8 0 6225 2070620 1424 10676 10622 10645 1058 18867 1646
images-CVIU11-20-46 8 0 41402 1641390 1294 7201 7203 7191 918 13839 947
images-CVIU11-20-72 8 0 8107 2511860 1609 15104 16330 15107 1316 26956 2381
images-CVIU11-20-88 8 0 4783 2717821 2485 12453 12648 14912 1081 21766 2218
images-CVIU11-21-102 8 0 3333 530092 476 4449 4443 5880 503 7698 513
images-CVIU11-21-119 8 0 18212 4297034 1914 24884 21625 22064 942 37901 2356
images-CVIU11-21-9 8 0 5531 1260222 698 3965 3928 3931 451 6740 440
images-CVIU11-22-100 8 0 843 156581 4022 331 320 333 36 551 58
images-CVIU11-22-107 8 0 2830 738303 23297 926 888 1084 100 1516 147
images-CVIU11-22-110 8 0 1442 406543 7240 1470 1430 1600 73 2502 188
images-CVIU11-22-118 8 0 3117 870519 17814 1731 1942 1855 130 2980 222
images-CVIU11-22-12 8 0 4093 1060485 22702 2164 2375 2936 151 3786 275
images-CVIU11-23-113 8 0 1334 490265 194 6086 6224 6023 227 10242 672
images-CVIU11-23-143 8 0 1356 285076 85 3072 2968 2637 239 4577 351
images-CVIU11-23-48 8 0 1592 456457 114 3786 4404 3520 203 5967 429
images-CVIU11-24-113 8 0 1272 392839 139 3240 2997 3037 351 5007 359
images-CVIU11-24-49 8 0 2637 748768 474 4112 4611 4085 1087 6163 467
images-CVIU11-24-5 8 0 5015 2036197 486 6741 7278 6714 1287 11618 1009
images-CVIU11-24-77 8 0 6485 2780650 593 12733 16931 12880 1493 22049 1816
images-CVIU11-25-139 8 0 1709 208636 139 1186 1143 1161 104 1951 157
images-CVIU11-25-61 8 0 8389 1724550 519 7663 7610 7459 604 12899 911
images-CVIU11-25-66 8 0 2482 348947 168 2744 1771 2730 206 3045 220
images-CVIU11-25-70 8 0 10241 2244433 619 4821 4748 4824 567 8240 713
images-CVIU11-25-77 8 0 12189 2826508 749 9607 10581 9652 671 16836 1171
images-CVIU11-25-97 8 0 3095 489932 273 3669 3642 3760 187 6294 411
images-CVIU11-26-106 8 0 1292 740574 205 7037 6966 7000 262 12087 734
images-CVIU11-26-129 8 1 332 68177 30 3153 3138 3575 316 5625 433
images-CVIU11-26-138 8 0 2984 2424612 727 24081 24240 26338 610 41657 2498
images-CVIU11-26-15 8 0 181 56401 28 2367 2387 2436 113 4014 333
images-CVIU11-26-57 8 0 3793 2880946 804 41388 40626 40219 833 69416 3969
images-CVIU11-26-70 8 0 2325 2038862 397 34137 34352 33081 551 56329 3329
images-CVIU11-26-71 8 0 1850 1474531 320 23808 22879 23382 551 39832 2491
images-CVIU11-26-75 8 0 2665 2139752 420 34132 33927 34280 495 59287 3489
images-CVIU11-26-77 8 0 3060 2505806 792 26910 26698 27024 651 46379 2743
images-CVIU11-26-78 8 0 2713 2525012 444 21570 21469 21703 827 37156 2248
images-CVIU11-27-125 8 0 13509 2223387 1190 733 713 726 303 1232 267
images-CVIU11-27-137 8 0 2241 223834 282 164 139 150 54 241 39
images-CVIU11-27-144 8 0 6421 1111055 1173 2205 2169 2211 145 3765 244
images-CVIU11-27-17 8 0 13274 2129135 1228 3398 3334 3548 368 5918 481
images-CVIU11-27-36 8 0 6215 919640 613 1858 1829 2263 150 3209 215
images-CVIU11-28-130 8 0 1311 127612 81 1580 1566 1580 67 2691 206
images-CVIU11-28-135 8 0 3320 506718 395 7391 7338 7388 239 12808 779
images-CVIU11-28-99 8 0 6970 1723676 499 10264 10150 10282 381 17686 1178
images-CVIU11-29-107 8 0 1567 571796 131 1774 1822 1772 494 3058 248
images-CVIU11-29-112 8 0 790 280453 114 755 757 773 283 1289 128
images-CVIU11-29-114 8 0 707 167697 55 548 552 545 391 932 97
images-CVIU11-29-116 8 0 6003 2865327 692 5106 5320 5099 3133 8818 785
images-CVIU11-29-12 8 0 2162 1056297 204 3221 3186 3342 1104 5425 388
images-CVIU11-29-21 8 0 2720 924078 182 2086 2051 2048 763 3508 281
images-CVIU11-29-3 8 0 3249 1455283 251 2835 2907 2771 1105 4791 470
images-CVIU11-29-39 8 0 1380 582088 231 1420 1429 1423 379 2445 206
images-CVIU11-29-75 8 0 5490 2689060 374 4129 4165 4157 1337 7118 677
images-CVIU11-29-76 8 1 5986 1381607 328 5892 6145 6385 1334 10310 1432
images-CVIU11-29-79 8 0 824 214940 74 1162 1135 1132 310 1921 166
images-CVIU11-29-8 8 0 1774 711446 285 3371 3287 3248 560 5601 396
images-CVIU11-29-82 8 0 2631 1140859 211 2921 2940 3029 942 5052 376
images-CVIU11-3-106 8 0 5226 1664648 488830 2091 1738 1752 159 3515 308
images-CVIU11-3-138 8 0 11879 5789752 1154694 4606 4533 4624 383 8192 820
images-CVIU11-3-37 8 0 10963 5308713 1340334 6421 6295 6383 388 14092 1216
images-CVIU11-3-48 8 0 2695 825293 267910 2635 2604 2631 109 5394 402
images-CVIU11-3-56 8 0 1754 450224 155872 777 768 777 72 1536 184
images-CVIU11-3-74 8 0 10453 5196886 803344 11435 11294 11455 355 16911 1545
images-CVIU11-30-1 8 0 4497 1485543 4163 3374 3414 3303 231 5880 609
images-CVIU11-30-11 8 0 1160 269690 2495 1330 1263 1382 75 2324 199
images-CVIU11-30-115 8 0 3234 890286 3126 2413 2397 2412 152 4360 323
images-CVIU11-30-12 8 0 3842 1212323 3717 2418 2040 2309 175 3759 293
images-CVIU11-30-42 8 0 4123 1077264 4090 2673 2977 2674 182 4866 354
images-CVIU11-30-66 8 0 2207 398296 3328 634 627 768 99 1226 145
images-CVIU11-31-105 8 0 4238 13062 295 2839 2817 2769 158 4774 434
images-CVIU11-31-109 8 0 4464 25249 328 3674 3818 3975 171 5917 505
images-CVIU11-31-26 8 0 941 7274 127 834 786 813 46 1355 118
images-CVIU11-31-31 8 0 4088 12681 299 1849 1870 1836 154 3140 341
images-CVIU11-31-39 8 0 2239 9638 197 3042 3008 3024 116 5181 341
images-CVIU11-33-109 8 0 1280 2330126 238 2197 2280 2179 444 3765 409
images-CVIU11-33-59 8 0 1847 3123130 302 2706 2768 2727 648 4632 506
images-CVIU11-33-71 8 0 1852 2980514 372 3395 3159 3374 520 5234 514
images-CVIU11-33-86 8 0 1089 1451218 206 1609 1585 1572 301 2711 231
images-CVIU11-33-88 8 0 1565 2666206 274 3229 3240 3915 550 5505 534
images-CVIU11-33-93 8 0 1590 1713584 352 2092 2739 2151 291 3601 282
images-CVIU11-34-106 8 0 992 768131 275 3048 2992 2887 448 4979 356
images-CVIU11-34-135 8 0 555 443268 178 1329 1695 1430 674 2306 198
images-CVIU11-34-88 8 0 1142 1487204 243 5366 6119 5394 737 9227 738
images-CVIU11-34-9 8 0 613 713549 138 1608 1609 1736 714 2744 234
images-CVIU11-35-141 8 0 321 317689 56 346 529 344 69 580 95
images-CVIU11-35-68 8 0 3336 6409930 444 4147 4198 4314 320 6353 636
images-CVIU11-36-11 8 0 1446 224186 321 1928 1903 2015 72 3376 260
images-CVIU11-36-112 8 0 1416 276317 357 1674 1636 1651 101 2873 234
images-CVIU11-36-140 8 0 1617 228867 345 1666 1423 1456 54 2559 216
images-CVIU11-37-140 8 0 1987 314381 430 2941 2693 2749 200 4635 301
images-CVIU11-37-146 8 0 10838 1835573 1854 5070 4903 6213 629 9006 772
images-CVIU11-37-41 8 0 3917 1085211 732 8752 7460 9351 760 13064 773
images-CVIU11-37-54 8 0 3360 484706 571 2865 2891 2864 290 5027 341
images-CVIU11-37-70 8 0 10413 3011982 1748 6294 5599 5846 706 9977 882
images-CVIU11-37-84 8 0 340 45373 106 342 341 569 63 584 63
images-CVIU11-38-1 8 0 8601 1888124 2259 3587 3416 3521 238 6171 507
images-CVIU11-38-10 8 0 7016 1154239 2379 4221 3890 3969 169 6817 412
images-CVIU11-38-131 8 0 4249 563675 2100 1819 1784 2312 113 3057 214
images-CVIU11-38-23 8 0 8974 2008568 2736 3702 3524 3619 270 6452 614
images-CVIU11-38-71 8 0 12646 2529445 2678 4294 4175 4728 448 7788 709
images-CVIU11-38-78 8 0 18470 3759880 4139 3378 3284 3349 398 6149 685
images-CVIU11-39-107 8 0 3137 898257 111 1990 2812 1990 296 3405 264
images-CVIU11-39-114 8 0 1486 334163 91 950 900 1057 261 1502 132
images-CVIU11-39-37 8 0 12744 3983579 351 11225 10573 10817 1114 18442 1248
images-CVIU11-39-68 8 0 10132 4049838 349 7878 7793 7914 1103 13623 1035
images-CVIU11-39-80 8 0 2071 563157 153 1828 1748 1879 432 2984 225
images-CVIU11-4-42 8 0 6710 1333480 370 3186 3123 3184 149 5427 348
images-CVIU11-4-50 8 0 14776 3567356 708 2595 2501 2587 324 4434 469
images-CVIU11-40-126 8 0 754 84621 56 1067 1045 1079 157 1807 154
images-CVIU11-40-136 8 0 5605 975290 318 5826 7494 6517 1374 10105 596
images-CVIU11-40-139 8 0 2451 272255 145 1248 1231 1253 555 2132 166
images-CVIU11-40-23 8 0 7869 2340490 632 7366 7277 7392 2079 12511 984
images-CVIU11-40-46 8 0 7569 1753937 492 4040 4007 4048 1430 6970 444
images-CVIU11-40-8 8 0 5202 1366611 634 6994 7761 6991 1325 12016 755
images-CVIU11-41-113 8 0 1774 471926 2197 3866 3501 3339 88 5928 400
images-CVIU11-41-4 8 0 4232 1172833 6908 6892 6438 6610 334 11546 905
images-CVIU11-41-86 8 0 3278 882190 4107 3557 2893 3055 245 5219 366
images-CVIU11-41-88 8 0 5162 1609440 6199 8758 8701 9012 257 14982 1120
images-CVIU11-42-112 8 0 1303 364111 172 2748 4134 3462 106 4816 343
images-CVIU11-42-122 8 0 3250 757329 651 3322 2497 3100 173 4178 282
images-CVIU11-42-53 8 0 2060 408164 221 1055 1037 1058 120 1801 150
images-CVIU11-42-68 8 0 8432 3027867 1725 3270 3288 3539 454 5805 686
images-CVIU11-42-78 8 0 8998 3050063 1088 3201 3293 3265 497 5818 700
images-CVIU11-42-80 8 0 2005 430580 238 1125 1101 1139 189 1887 155
images-CVIU11-42-88 8 0 5200 1768982 563 3757 4036 3858 407 6072 662
images-CVIU11-43-112 8 0 3511 366880 83 611 801 627 244 2243 243
images-CVIU11-43-65 8 0 8906 907222 148 1364 1111 1076 584 5216 324
images-CVIU11-43-76 8 0 22395 3514840 687 2701 2674 2748 1207 6189 872
images-CVIU11-44-119 8 0 9693 3043569 921 12731 12032 12126 463 21306 1293
images-CVIU11-44-20 8 0 5671 1920256 384 3701 3569 3744 330 6266 526
images-CVIU11-44-84 8 0 175 65929 34 293 296 308 29 499 54
images-CVIU11-44-98 8 0 1143 236592 123 936 931 935 64 1583 138
images-CVIU11-5-134 8 0 4898 1174758 443 852 848 854 650 1460 144
images-CVIU11-5-19 8 0 15344 6862191 2056 5170 5114 5163 2743 9088 783
images-CVIU11-5-62 8 0 10351 4319841 934 1989 1981 2030 1641 3645 552
images-CVIU11-6-119 8 0 6390 2561533 317 881 885 885 294 1493 395
images-CVIU11-6-25 8 0 1066 464304 156 252 250 253 72 418 77
images-CVIU11-6-58 8 0 1146 283266 67 192 191 192 63 327 61
images-CVIU11-7-56 8 0 1596 414993 70 807 796 807 67 1717 176
images-CVIU11-7-96 8 0 1860 869115 110 1688 1667 1717 92 3930 309
images-CVIU11-8-120 8 0 1105 1240281 198 4657 4585 4658 215 7999 644
images-CVIU11-8-129 8 0 213 112061 55 1216 1197 1214 36 2089 163
images-CVIU11-8-130 8 0 193 107945 31 859 842 859 37 1459 123
images-CVIU11-8-20 8 0 1117 1469606 225 7493 7382 7502 240 12945 934
images-CVIU11-8-68 8 0 1852 2536012 556 9542 9413 9535 327 16560 1156
images-CVIU11-8-83 8 0 1325 1257303 260 5070 4988 5091 217 8778 666
images-CVIU11-9-110 8 0 2945 485448 75 3757 3691 3761 92 6675 410
meshes-CVIU11-1-106 10 0 001 11215 13 222 249 232 15 292 70
meshes-CVIU11-1-120 10 0 007 10912 11 212 227 260 11 310 66
meshes-CVIU11-1-149 10 0 013 67330 39 1325 1339 1332 66 1995 349
meshes-CVIU11-1-170 10 0 003 12085 8 176 186 178 8 242 59
meshes-CVIU11-1-175 10 0 002 1149 1 24 24 17 2 22 10
meshes-CVIU11-1-187 10 0 021 608655 634 8653 8978 8764 188 11182 930
meshes-CVIU11-1-188 10 0 017 85340 53 1544 1550 1549 53 2113 298
meshes-CVIU11-1-20 10 0 003 63705 32 1234 1236 1228 40 1487 245
meshes-CVIU11-1-205 10 0 004 15098 8 176 176 177 15 223 55
meshes-CVIU11-1-206 10 0 036 1305842 439 9078 8609 8973 242 11446 1066
meshes-CVIU11-1-220 10 0 002 1269 274 21 19 21 3 18 12
meshes-CVIU11-1-223 10 0 005 146604 71 2994 3106 3177 53 3597 411
meshes-CVIU11-1-225 10 0 010 278644 93 5977 5696 5647 161 6724 682
meshes-CVIU11-1-250 10 0 003 3916 4 58 58 55 4 76 20
meshes-CVIU11-1-278 10 0 000 2206 1 9 9 5 2 8 9
meshes-CVIU11-1-279 10 0 000 4519 4 32 42 33 3 47 14
meshes-CVIU11-1-282 10 0 004 76137 28 929 917 924 29 1201 211
meshes-CVIU11-1-283 10 0 011 698721 222 7195 8284 7750 255 8979 907
meshes-CVIU11-1-294 10 0 015 122074 57 2303 2227 2209 68 3049 372
meshes-CVIU11-1-305 10 0 003 9360 10 147 151 147 7 204 56
meshes-CVIU11-1-314 10 0 020 1245873 255 28065 27361 26930 397 34014 2547
meshes-CVIU11-1-318 10 0 041 667668 177 17683 17587 17936 259 22723 1720
meshes-CVIU11-1-34 10 0 028 381113 98 5367 5271 5104 151 6877 727
meshes-CVIU11-1-357 10 0 002 1849 3 50 52 53 5 52 21
meshes-CVIU11-1-360 10 0 007 153512 158 5136 5154 5165 125 6489 645
meshes-CVIU11-1-368 10 0 005 118167 49 777 768 761 46 1020 156
meshes-CVIU11-1-37 10 0 004 2323 3 40 39 57 4 55 18
meshes-CVIU11-1-397 10 0 021 368100 36734 3944 4547 3947 190 5298 580
meshes-CVIU11-1-410 10 0 000 1261 1 21 21 23 2 30 12
meshes-CVIU11-1-424 10 0 015 127919 5286 1727 2155 1746 44 2250 281
meshes-CVIU11-1-431 10 0 027 702052 8211 5381 4823 4940 154 5994 579
meshes-CVIU11-1-461 10 0 054 1536498 25983 24029 23876 23962 262 27649 1931
meshes-CVIU11-1-466 10 0 000 802 0 7 7 7 1 7 9
meshes-CVIU11-1-489 10 0 017 490176 156 4922 5320 4828 149 6135 671
meshes-CVIU11-1-511 10 0 031 621340 1185493 9357 9214 9151 352 12667 1036
meshes-CVIU11-1-63 10 0 009 18879 2504 373 343 320 16 454 84
meshes-CVIU11-1-88 10 0 003 6740 398 84 112 78 9 108 29
meshes-CVIU11-2-100 10 0 048 1289429 1149 18716 18057 18928 219 22280 1624
meshes-CVIU11-2-108 10 0 013 68463 26 471 486 473 44 630 118
meshes-CVIU11-2-11 10 0 006 8763 5 67 79 65 7 89 24
meshes-CVIU11-2-121 10 0 002 2121 2 22 20 22 2 28 13
meshes-CVIU11-2-13 10 0 022 78925 22 629 641 734 35 821 149
meshes-CVIU11-2-137 10 0 004 57966 32 618 650 626 36 830 153
meshes-CVIU11-2-177 10 0 009 12716 5 128 145 156 10 177 49
meshes-CVIU11-2-211 10 0 001 18242 18 262 249 245 9 323 72
meshes-CVIU11-2-223 10 0 006 180566 79 3049 2944 2958 95 3677 492
meshes-CVIU11-2-233 10 0 004 42455 18 674 473 570 14 622 130
meshes-CVIU11-2-245 10 0 002 11857 6 79 80 78 7 113 27
meshes-CVIU11-2-246 10 0 030 90321 47 899 883 989 45 1158 188
meshes-CVIU11-2-248 10 0 020 47418 16 401 399 404 16 541 115
meshes-CVIU11-2-267 10 0 027 292096 76 3154 3082 3130 63 3844 461
meshes-CVIU11-2-3 10 0 008 5035 3 42 40 40 3 56 17
meshes-CVIU11-2-300 10 0 000 11022 13 283 283 374 19 359 60
meshes-CVIU11-2-304 10 0 001 8857 8 54 57 34 7 52 17
meshes-CVIU11-2-305 10 0 010 14259 7 152 153 153 7 208 56
meshes-CVIU11-2-317 10 0 004 5525 3 48 47 47 5 66 18
meshes-CVIU11-2-321 10 0 001 67850 2225 526 581 530 31 713 203
meshes-CVIU11-2-324 10 0 002 13178 14 196 193 192 8 255 63
meshes-CVIU11-2-349 10 0 000 1228 4 110 71 70 6 95 21
meshes-CVIU11-2-35 10 0 007 11801 9 158 162 157 7 152 59
meshes-CVIU11-2-353 10 0 058 601542 139 8477 8463 8668 143 10443 931
meshes-CVIU11-2-354 10 0 004 19882 35 45 45 68 8 66 18
meshes-CVIU11-2-365 10 0 002 14859 1578 171 172 220 15 220 57
meshes-CVIU11-2-447 10 0 082 1071281 37237 7774 7834 8075 157 10136 942
meshes-CVIU11-2-449 10 0 047 355426 98 4169 4186 4300 106 5238 542
meshes-CVIU11-2-462 10 0 001 3501 4 58 70 58 6 76 20
meshes-CVIU11-2-484 10 0 077 773008 165 6483 6804 6382 176 8445 698
meshes-CVIU11-2-487 10 0 013 1017202 186 12761 12509 13548 162 14519 1235
meshes-CVIU11-2-493 10 0 002 44210 19 269 270 269 19 372 80
meshes-CVIU11-2-503 10 0 011 69113 34 627 640 639 32 833 157
meshes-CVIU11-2-511 10 0 067 773020 40488 8482 8145 8222 188 10416 1229
meshes-CVIU11-2-513 10 0 003 60872 14 281 295 222 21 317 64
meshes-CVIU11-2-52 10 0 001 8971 6 146 149 145 11 200 55
meshes-CVIU11-2-54 10 0 003 39073 28 545 656 545 18 713 143
meshes-CVIU11-2-6 10 0 022 181297 66 1337 1393 1314 43 1726 304
meshes-CVIU11-2-76 10 0 012 526939 145 8173 7701 8200 128 9265 828
meshes-CVIU11-2-80 10 0 007 478398 163 2897 2838 3048 92 3656 398
meshes-CVIU11-3-100 10 0 017 5799 298 19530 19440 19455 242 23424 1907
meshes-CVIU11-3-12 10 0 036 686 1e8 185 196 180 4 381 14
meshes-CVIU11-3-130 10 0 090 3759 1e8 5696 5400 6467 71 8235 460
meshes-CVIU11-3-139 10 0 14479 18601 1e8 27817 27626 29282 334 146842 2880
meshes-CVIU11-3-147 10 0 002 1314 29 669 635 664 38 945 127
meshes-CVIU11-3-151 10 0 003 761 14 396 401 399 21 674 49
meshes-CVIU11-3-158 10 1 68343284 572154 1e8 1e8 1e8 1e8 1e8 1e8 1e8
meshes-CVIU11-3-16 10 0 050 3217 1e8 2342 2205 2320 38 3343 203
meshes-CVIU11-3-17 10 0 048 2453 1e8 2487 2070 2278 36 3207 202
meshes-CVIU11-3-190 10 0 022 1220 1e8 406 367 390 19 614 43
meshes-CVIU11-3-193 10 0 005 3690 1e8 4026 3901 3942 67 5687 407
meshes-CVIU11-3-195 10 0 135 5615 1e8 6688 6524 6695 97 8900 627
meshes-CVIU11-3-213 10 1 37387 7025303 1e8 1e8 1e8 1e8 1e8 1e8 1e8
meshes-CVIU11-3-218 10 0 1217 3689 1e8 3622 3464 3647 59 6310 425
meshes-CVIU11-3-220 10 0 000 454 2 207 203 207 5 380 16
meshes-CVIU11-3-23 10 0 054 2506 1e8 2445 2251 2511 68 3410 214
